name,Eventos,Valor Empenhado,Grupo
Santa Cruz Cabrália/BA,3,0.0,No earmark
Santaluz/BA,2,0.0,No earmark
Santa Luzia/BA,1,0.0,No earmark
Santa Maria da Vitória/BA,1,0.0,No earmark
Santana/BA,2,0.0,No earmark
Santo Amaro/BA,1,0.0,No earmark
São Domingos/BA,1,0.0,No earmark
São Miguel das Matas/BA,3,0.0,No earmark
Saubara/BA,1,0.0,No earmark
Serra do Ramalho/BA,1,0.0,No earmark
Simões Filho/BA,1,0.0,No earmark
Sítio do Mato/BA,1,0.0,No earmark
Sobradinho/BA,1,0.0,No earmark
Tanhaçu/BA,1,0.0,No earmark
Ubaíra/BA,2,0.0,No earmark
Ubatã/BA,1,0.0,No earmark
Uruçuca/BA,2,0.0,No earmark
Valença/BA,2,0.0,No earmark
Wagner/BA,1,0.0,No earmark
Wanderley/BA,2,0.0,No earmark
Abre Campo/MG,1,0.0,No earmark
Acaiaca/MG,3,0.0,No earmark
Açucena/MG,3,0.0,No earmark
Água Boa/MG,6,0.0,No earmark
Águas Formosas/MG,2,0.0,No earmark
Águas Vermelhas/MG,1,0.0,No earmark
Aimorés/MG,1,0.0,No earmark
Além Paraíba/MG,1,0.0,No earmark
Alfenas/MG,5,0.0,No earmark
Alfredo Vasconcelos/MG,2,0.0,No earmark
Almenara/MG,3,0.0,No earmark
Alto Rio Doce/MG,1,0.0,No earmark
Alvinópolis/MG,3,0.0,No earmark
Alvorada de Minas/MG,3,0.0,No earmark
Amparo do Serra/MG,1,0.0,No earmark
Cachoeira de Pajeú/MG,2,0.0,No earmark
Angelândia/MG,2,0.0,No earmark
Antônio Carlos/MG,1,0.0,No earmark
Antônio Dias/MG,1,0.0,No earmark
Araçuaí/MG,3,0.0,No earmark
Araguari/MG,3,0.0,No earmark
Arantina/MG,1,0.0,No earmark
Araponga/MG,1,0.0,No earmark
Araxá/MG,4,0.0,No earmark
Argirita/MG,1,0.0,No earmark
Aricanduva/MG,1,0.0,No earmark
Arinos/MG,2,0.0,No earmark
Astolfo Dutra/MG,2,0.0,No earmark
Ataléia/MG,3,0.0,No earmark
Augusto de Lima/MG,1,0.0,No earmark
Baependi/MG,1,0.0,No earmark
Bandeira/MG,2,0.0,No earmark
Bandeira do Sul/MG,1,0.0,No earmark
Barão de Monte Alto/MG,1,0.0,No earmark
Barbacena/MG,8,0.0,No earmark
Barra Longa/MG,1,0.0,No earmark
Barroso/MG,1,0.0,No earmark
Belo Oriente/MG,1,0.0,No earmark
Berilo/MG,2,0.0,No earmark
Bertópolis/MG,1,0.0,No earmark
Bom Despacho/MG,2,0.0,No earmark
Bom Jesus do Galho/MG,1,0.0,No earmark
Bonito de Minas/MG,1,0.0,No earmark
Botumirim/MG,1,0.0,No earmark
Brasília de Minas/MG,1,0.0,No earmark
Braúnas/MG,1,0.0,No earmark
Brasópolis/MG,2,0.0,No earmark
Brumadinho/MG,1,0.0,No earmark
Bueno Brandão/MG,1,0.0,No earmark
Buenópolis/MG,1,0.0,No earmark
Bugre/MG,1,0.0,No earmark
Buritis/MG,1,0.0,No earmark
Cachoeira da Prata/MG,1,0.0,No earmark
Caiana/MG,1,0.0,No earmark
Caldas/MG,2,0.0,No earmark
Camanducaia/MG,2,0.0,No earmark
Cambuí/MG,3,0.0,No earmark
Cambuquira/MG,1,0.0,No earmark
Campanário/MG,2,0.0,No earmark
Campanha/MG,3,0.0,No earmark
Campo Azul/MG,1,0.0,No earmark
Campo Belo/MG,3,0.0,No earmark
Campo Florido/MG,3,0.0,No earmark
Campos Altos/MG,1,0.0,No earmark
Campos Gerais/MG,1,0.0,No earmark
Canápolis/MG,1,0.0,No earmark
Cana Verde/MG,2,0.0,No earmark
Candeias/MG,2,0.0,No earmark
Caparaó/MG,1,0.0,No earmark
Capelinha/MG,1,0.0,No earmark
Capetinga/MG,1,0.0,No earmark
Capinópolis/MG,4,0.0,No earmark
Capitão Andrade/MG,1,0.0,No earmark
Capitólio/MG,3,0.0,No earmark
Caraí/MG,2,0.0,No earmark
Caranaíba/MG,2,0.0,No earmark
Carandaí/MG,1,0.0,No earmark
Carangola/MG,1,0.0,No earmark
Caratinga/MG,1,0.0,No earmark
Carbonita/MG,1,0.0,No earmark
Carlos Chagas/MG,3,0.0,No earmark
Carmésia/MG,1,0.0,No earmark
Carmo da Mata/MG,2,0.0,No earmark
Carmo de Minas/MG,1,0.0,No earmark
Carmo do Cajuru/MG,1,0.0,No earmark
Carmópolis de Minas/MG,1,0.0,No earmark
Carvalhópolis/MG,2,0.0,No earmark
Cássia/MG,1,0.0,No earmark
Conceição da Barra de Minas/MG,2,0.0,No earmark
Cataguases/MG,2,0.0,No earmark
Catuji/MG,2,0.0,No earmark
Caxambu/MG,6,0.0,No earmark
Cedro do Abaeté/MG,1,0.0,No earmark
Chapada do Norte/MG,1,0.0,No earmark
Chapada Gaúcha/MG,1,0.0,No earmark
Cipotânea/MG,3,0.0,No earmark
Claro dos Poções/MG,1,0.0,No earmark
Coluna/MG,2,0.0,No earmark
Comendador Gomes/MG,1,0.0,No earmark
Comercinho/MG,1,0.0,No earmark
Conceição de Ipanema/MG,2,0.0,No earmark
Conceição do Mato Dentro/MG,2,0.0,No earmark
Conceição do Pará/MG,2,0.0,No earmark
Cônego Marinho/MG,2,0.0,No earmark
Congonhal/MG,1,0.0,No earmark
Congonhas/MG,1,0.0,No earmark
Conquista/MG,1,0.0,No earmark
Conselheiro Pena/MG,4,0.0,No earmark
Consolação/MG,1,0.0,No earmark
Contagem/MG,8,0.0,No earmark
Coração de Jesus/MG,1,0.0,No earmark
Coroaci/MG,1,0.0,No earmark
Coronel Fabriciano/MG,2,0.0,No earmark
Córrego Danta/MG,1,0.0,No earmark
Córrego do Bom Jesus/MG,2,0.0,No earmark
Crisólita/MG,1,0.0,No earmark
Cristália/MG,1,0.0,No earmark
Cristina/MG,1,0.0,No earmark
Crucilândia/MG,3,0.0,No earmark
Cuparaque/MG,2,0.0,No earmark
Curral de Dentro/MG,3,0.0,No earmark
Delfim Moreira/MG,3,0.0,No earmark
Descoberto/MG,1,0.0,No earmark
Desterro de Entre Rios/MG,3,0.0,No earmark
Desterro do Melo/MG,3,0.0,No earmark
Diamantina/MG,4,0.0,No earmark
Diogo de Vasconcelos/MG,2,0.0,No earmark
Dionísio/MG,1,0.0,No earmark
Divinésia/MG,1,0.0,No earmark
Divino/MG,1,0.0,No earmark
Divino das Laranjeiras/MG,1,0.0,No earmark
Divinópolis/MG,2,0.0,No earmark
Divisópolis/MG,1,0.0,No earmark
Dom Cavati/MG,1,0.0,No earmark
Dom Silvério/MG,3,0.0,No earmark
Dona Eusébia/MG,5,0.0,No earmark
Dores de Guanhães/MG,1,0.0,No earmark
Dores do Turvo/MG,1,0.0,No earmark
Durandé/MG,1,0.0,No earmark
Engenheiro Caldas/MG,1,0.0,No earmark
Engenheiro Navarro/MG,3,0.0,No earmark
Entre Rios de Minas/MG,1,0.0,No earmark
Espinosa/MG,1,0.0,No earmark
Estrela Dalva/MG,1,0.0,No earmark
Eugenópolis/MG,2,0.0,No earmark
Ewbank da Câmara/MG,1,0.0,No earmark
Fama/MG,1,0.0,No earmark
Faria Lemos/MG,2,0.0,No earmark
Felício dos Santos/MG,2,0.0,No earmark
São Gonçalo do Rio Preto/MG,1,0.0,No earmark
Ferros/MG,2,0.0,No earmark
Fervedouro/MG,1,0.0,No earmark
Formiga/MG,2,0.0,No earmark
Francisco Badaró/MG,1,0.0,No earmark
Francisco Sá/MG,1,0.0,No earmark
Franciscópolis/MG,1,0.0,No earmark
Frei Gaspar/MG,1,0.0,No earmark
Frei Inocêncio/MG,1,0.0,No earmark
Frutal/MG,3,0.0,No earmark
Galiléia/MG,4,0.0,No earmark
Gameleiras/MG,1,0.0,No earmark
Glaucilândia/MG,5,0.0,No earmark
Goiabeira/MG,2,0.0,No earmark
Gonçalves/MG,1,0.0,No earmark
Gouveia/MG,1,0.0,No earmark
Governador Valadares/MG,2,0.0,No earmark
Grão Mogol/MG,4,0.0,No earmark
Guanhães/MG,3,0.0,No earmark
Guaranésia/MG,4,0.0,No earmark
Guarani/MG,2,0.0,No earmark
Guaxupé/MG,2,0.0,No earmark
Guidoval/MG,1,0.0,No earmark
Guiricema/MG,3,0.0,No earmark
Iapu/MG,1,0.0,No earmark
Ibiaí/MG,3,0.0,No earmark
Ibiracatu/MG,1,0.0,No earmark
Ibirité/MG,1,0.0,No earmark
Icaraí de Minas/MG,1,0.0,No earmark
Iguatama/MG,3,0.0,No earmark
Ilicínea/MG,2,0.0,No earmark
Inhapim/MG,1,0.0,No earmark
Ipanema/MG,1,0.0,No earmark
Ipatinga/MG,5,0.0,No earmark
Iraí de Minas/MG,1,0.0,No earmark
Itabira/MG,1,0.0,No earmark
Itabirinha/MG,13,0.0,No earmark
Itacarambi/MG,1,0.0,No earmark
Itaguara/MG,1,0.0,No earmark
Itaipé/MG,1,0.0,No earmark
Itajubá/MG,7,0.0,No earmark
Itambacuri/MG,2,0.0,No earmark
Itaobim/MG,1,0.0,No earmark
Itapecerica/MG,7,0.0,No earmark
Itaúna/MG,2,0.0,No earmark
Itueta/MG,1,0.0,No earmark
Itumirim/MG,1,0.0,No earmark
Iturama/MG,1,0.0,No earmark
Itutinga/MG,2,0.0,No earmark
Jacinto/MG,1,0.0,No earmark
Jaguaraçu/MG,2,0.0,No earmark
Jampruca/MG,2,0.0,No earmark
Jequeri/MG,1,0.0,No earmark
Jequitibá/MG,1,0.0,No earmark
Jequitinhonha/MG,3,0.0,No earmark
Joaíma/MG,1,0.0,No earmark
João Monlevade/MG,1,0.0,No earmark
João Pinheiro/MG,2,0.0,No earmark
Jordânia/MG,1,0.0,No earmark
José Gonçalves de Minas/MG,1,0.0,No earmark
Nova União/MG,1,0.0,No earmark
Juatuba/MG,1,0.0,No earmark
Juiz de Fora/MG,27,0.0,No earmark
Juramento/MG,3,0.0,No earmark
Ladainha/MG,2,0.0,No earmark
Lagoa dos Patos/MG,1,0.0,No earmark
Lambari/MG,1,0.0,No earmark
Lamim/MG,1,0.0,No earmark
Laranjal/MG,2,0.0,No earmark
Lassance/MG,1,0.0,No earmark
Lavras/MG,8,0.0,No earmark
Leandro Ferreira/MG,4,0.0,No earmark
Leme do Prado/MG,2,0.0,No earmark
Lima Duarte/MG,2,0.0,No earmark
Luminárias/MG,1,0.0,No earmark
Machacalis/MG,3,0.0,No earmark
Machado/MG,3,0.0,No earmark
Malacacheta/MG,5,0.0,No earmark
Mamonas/MG,2,0.0,No earmark
Manga/MG,2,0.0,No earmark
Manhuaçu/MG,8,0.0,No earmark
Mantena/MG,2,0.0,No earmark
Maria da Fé/MG,1,0.0,No earmark
Mariana/MG,4,0.0,No earmark
Maripá de Minas/MG,2,0.0,No earmark
Marliéria/MG,4,0.0,No earmark
Martinho Campos/MG,1,0.0,No earmark
Martins Soares/MG,1,0.0,No earmark
Mata Verde/MG,1,0.0,No earmark
Materlândia/MG,2,0.0,No earmark
Mateus Leme/MG,1,0.0,No earmark
Matipó/MG,1,0.0,No earmark
Matozinhos/MG,1,0.0,No earmark
Medina/MG,1,0.0,No earmark
Mendes Pimentel/MG,1,0.0,No earmark
Mercês/MG,2,0.0,No earmark
Mesquita/MG,1,0.0,No earmark
Mirabela/MG,1,0.0,No earmark
Miradouro/MG,1,0.0,No earmark
Miraí/MG,1,0.0,No earmark
Monte Alegre de Minas/MG,1,0.0,No earmark
Monte Azul/MG,2,0.0,No earmark
Monte Santo de Minas/MG,1,0.0,No earmark
Monte Sião/MG,1,0.0,No earmark
Montezuma/MG,1,0.0,No earmark
Munhoz/MG,1,0.0,No earmark
Muriaé/MG,1,0.0,No earmark
Mutum/MG,2,0.0,No earmark
Nanuque/MG,2,0.0,No earmark
Natércia/MG,1,0.0,No earmark
Nazareno/MG,2,0.0,No earmark
Nepomuceno/MG,3,0.0,No earmark
Nova Belém/MG,3,0.0,No earmark
Nova Era/MG,1,0.0,No earmark
Nova Porteirinha/MG,2,0.0,No earmark
Nova Serrana/MG,1,0.0,No earmark
Novo Cruzeiro/MG,3,0.0,No earmark
Novo Oriente de Minas/MG,3,0.0,No earmark
Novorizonte/MG,1,0.0,No earmark
Olímpio Noronha/MG,1,0.0,No earmark
Oliveira/MG,1,0.0,No earmark
Oratórios/MG,2,0.0,No earmark
Ouro Fino/MG,1,0.0,No earmark
Ouro Preto/MG,2,0.0,No earmark
Ouro Verde de Minas/MG,7,0.0,No earmark
Padre Carvalho/MG,2,0.0,No earmark
Padre Paraíso/MG,3,0.0,No earmark
Palma/MG,1,0.0,No earmark
Paracatu/MG,3,0.0,No earmark
Pará de Minas/MG,12,0.0,No earmark
Paraisópolis/MG,1,0.0,No earmark
Paraopeba/MG,1,0.0,No earmark
Passa Quatro/MG,1,0.0,No earmark
Passos/MG,1,0.0,No earmark
Patos de Minas/MG,1,0.0,No earmark
Patrocínio do Muriaé/MG,1,0.0,No earmark
Paula Cândido/MG,4,0.0,No earmark
Pavão/MG,2,0.0,No earmark
Peçanha/MG,1,0.0,No earmark
Pedra Azul/MG,2,0.0,No earmark
Pedra Bonita/MG,3,0.0,No earmark
Pedra Dourada/MG,1,0.0,No earmark
Pedralva/MG,1,0.0,No earmark
Pequeri/MG,3,0.0,No earmark
Perdões/MG,1,0.0,No earmark
Periquito/MG,1,0.0,No earmark
Piedade dos Gerais/MG,1,0.0,No earmark
Pintópolis/MG,1,0.0,No earmark
Piracema/MG,1,0.0,No earmark
Piranga/MG,1,0.0,No earmark
Piranguçu/MG,1,0.0,No earmark
Pirapora/MG,2,0.0,No earmark
Pitangui/MG,1,0.0,No earmark
Pocrane/MG,1,0.0,No earmark
Pompéu/MG,3,0.0,No earmark
Ponto Chique/MG,1,0.0,No earmark
Porteirinha/MG,2,0.0,No earmark
Porto Firme/MG,1,0.0,No earmark
Poté/MG,2,0.0,No earmark
Pouso Alegre/MG,3,0.0,No earmark
Prata/MG,3,0.0,No earmark
Pratápolis/MG,1,0.0,No earmark
Presidente Bernardes/MG,2,0.0,No earmark
Presidente Juscelino/MG,1,0.0,No earmark
Presidente Olegário/MG,3,0.0,No earmark
Raposos/MG,4,0.0,No earmark
Raul Soares/MG,1,0.0,No earmark
Recreio/MG,3,0.0,No earmark
Reduto/MG,2,0.0,No earmark
Resende Costa/MG,1,0.0,No earmark
Resplendor/MG,1,0.0,No earmark
Ressaquinha/MG,3,0.0,No earmark
Riacho dos Machados/MG,2,0.0,No earmark
Ribeirão Vermelho/MG,1,0.0,No earmark
Rio Casca/MG,1,0.0,No earmark
Rio Doce/MG,2,0.0,No earmark
Rio do Prado/MG,1,0.0,No earmark
Rio Espera/MG,1,0.0,No earmark
Rio Novo/MG,2,0.0,No earmark
Rio Pardo de Minas/MG,1,0.0,No earmark
Rio Pomba/MG,1,0.0,No earmark
Rio Preto/MG,3,0.0,No earmark
Rio Vermelho/MG,1,0.0,No earmark
Ritápolis/MG,1,0.0,No earmark
Rochedo de Minas/MG,1,0.0,No earmark
Rosário da Limeira/MG,4,0.0,No earmark
Rubelita/MG,2,0.0,No earmark
Sabará/MG,1,0.0,No earmark
Sacramento/MG,1,0.0,No earmark
Salinas/MG,4,0.0,No earmark
Salto da Divisa/MG,1,0.0,No earmark
Santa Bárbara do Tugúrio/MG,1,0.0,No earmark
Santa Cruz de Minas/MG,1,0.0,No earmark
Santa Cruz do Escalvado/MG,1,0.0,No earmark
Santa Efigênia de Minas/MG,2,0.0,No earmark
Santa Helena de Minas/MG,3,0.0,No earmark
Santa Luzia/MG,2,0.0,No earmark
Santa Maria de Itabira/MG,1,0.0,No earmark
Santa Maria do Salto/MG,3,0.0,No earmark
Santana do Deserto/MG,1,0.0,No earmark
Santana do Jacaré/MG,3,0.0,No earmark
Santana do Paraíso/MG,2,0.0,No earmark
Santana dos Montes/MG,1,0.0,No earmark
Santa Rita de Caldas/MG,2,0.0,No earmark
Santa Rita do Itueto/MG,1,0.0,No earmark
Santa Rosa da Serra/MG,1,0.0,No earmark
Santo Antônio do Amparo/MG,1,0.0,No earmark
Santo Antônio do Aventureiro/MG,1,0.0,No earmark
Santo Antônio do Itambé/MG,5,0.0,No earmark
Santo Antônio do Jacinto/MG,1,0.0,No earmark
Santos Dumont/MG,2,0.0,No earmark
São Domingos do Prata/MG,5,0.0,No earmark
São Francisco/MG,3,0.0,No earmark
São Geraldo/MG,1,0.0,No earmark
São Geraldo da Piedade/MG,1,0.0,No earmark
São Geraldo do Baixio/MG,2,0.0,No earmark
São Gonçalo do Abaeté/MG,4,0.0,No earmark
São Gonçalo do Pará/MG,1,0.0,No earmark
São Gonçalo do Sapucaí/MG,2,0.0,No earmark
São Gotardo/MG,2,0.0,No earmark
São João da Ponte/MG,1,0.0,No earmark
São João das Missões/MG,2,0.0,No earmark
São João do Manteninha/MG,2,0.0,No earmark
São João do Oriente/MG,1,0.0,No earmark
São João do Paraíso/MG,2,0.0,No earmark
São José da Lapa/MG,1,0.0,No earmark
São José da Safira/MG,1,0.0,No earmark
São José do Divino/MG,4,0.0,No earmark
São José do Goiabal/MG,1,0.0,No earmark
São José do Jacuri/MG,1,0.0,No earmark
São Lourenço/MG,3,0.0,No earmark
São Pedro do Suaçuí/MG,2,0.0,No earmark
São Romão/MG,1,0.0,No earmark
São Roque de Minas/MG,2,0.0,No earmark
São Sebastião da Bela Vista/MG,1,0.0,No earmark
São Sebastião da Vargem Alegre/MG,1,0.0,No earmark
São Sebastião do Rio Preto/MG,1,0.0,No earmark
São Tiago/MG,1,0.0,No earmark
São Thomé das Letras/MG,3,0.0,No earmark
São Vicente de Minas/MG,1,0.0,No earmark
Sardoá/MG,1,0.0,No earmark
Setubinha/MG,4,0.0,No earmark
Sem-Peixe/MG,1,0.0,No earmark
Senador Amaral/MG,1,0.0,No earmark
Senador Firmino/MG,1,0.0,No earmark
Senador Modestino Gonçalves/MG,1,0.0,No earmark
Senhora do Porto/MG,1,0.0,No earmark
Senhora dos Remédios/MG,3,0.0,No earmark
Serra Azul de Minas/MG,2,0.0,No earmark
Serranópolis de Minas/MG,4,0.0,No earmark
Serro/MG,2,0.0,No earmark
Sete Lagoas/MG,6,0.0,No earmark
Silveirânia/MG,1,0.0,No earmark
Silvianópolis/MG,1,0.0,No earmark
Sobrália/MG,1,0.0,No earmark
Soledade de Minas/MG,2,0.0,No earmark
Tabuleiro/MG,1,0.0,No earmark
Tapira/MG,1,0.0,No earmark
Taquaraçu de Minas/MG,1,0.0,No earmark
Tarumirim/MG,2,0.0,No earmark
Teófilo Otoni/MG,5,0.0,No earmark
Timóteo/MG,4,0.0,No earmark
Tocantins/MG,1,0.0,No earmark
Três Corações/MG,2,0.0,No earmark
Tumiritinga/MG,2,0.0,No earmark
Turmalina/MG,3,0.0,No earmark
Ubá/MG,2,0.0,No earmark
Uberaba/MG,1,0.0,No earmark
Uberlândia/MG,1,0.0,No earmark
Umburatiba/MG,2,0.0,No earmark
Unaí/MG,3,0.0,No earmark
Urucânia/MG,2,0.0,No earmark
Urucuia/MG,1,0.0,No earmark
Vargem Bonita/MG,1,0.0,No earmark
Varginha/MG,1,0.0,No earmark
Várzea da Palma/MG,1,0.0,No earmark
Vazante/MG,4,0.0,No earmark
Veríssimo/MG,1,0.0,No earmark
Vespasiano/MG,2,0.0,No earmark
Viçosa/MG,2,0.0,No earmark
Virgolândia/MG,3,0.0,No earmark
Visconde do Rio Branco/MG,3,0.0,No earmark
Wenceslau Braz/MG,3,0.0,No earmark
Afonso Cláudio/ES,2,0.0,No earmark
Alegre/ES,4,0.0,No earmark
Alfredo Chaves/ES,3,0.0,No earmark
Anchieta/ES,1,0.0,No earmark
Apiacá/ES,1,0.0,No earmark
Aracruz/ES,1,0.0,No earmark
Atilio Vivacqua/ES,1,0.0,No earmark
Baixo Guandu/ES,8,0.0,No earmark
Barra de São Francisco/ES,5,0.0,No earmark
Boa Esperança/ES,1,0.0,No earmark
Bom Jesus do Norte/ES,3,0.0,No earmark
Cachoeiro de Itapemirim/ES,3,0.0,No earmark
Colatina/ES,3,0.0,No earmark
Conceição do Castelo/ES,1,0.0,No earmark
Domingos Martins/ES,1,0.0,No earmark
Dores do Rio Preto/ES,1,0.0,No earmark
Fundão/ES,2,0.0,No earmark
Governador Lindenberg/ES,1,0.0,No earmark
Guaçuí/ES,5,0.0,No earmark
Ibatiba/ES,1,0.0,No earmark
Ibiraçu/ES,1,0.0,No earmark
Ibitirama/ES,2,0.0,No earmark
Iconha/ES,6,0.0,No earmark
Irupi/ES,7,0.0,No earmark
Itaguaçu/ES,4,0.0,No earmark
Itapemirim/ES,1,0.0,No earmark
Itarana/ES,3,0.0,No earmark
Jerônimo Monteiro/ES,2,0.0,No earmark
Linhares/ES,6,0.0,No earmark
Marechal Floriano/ES,4,0.0,No earmark
Mimoso do Sul/ES,11,0.0,No earmark
Muniz Freire/ES,4,0.0,No earmark
Muqui/ES,3,0.0,No earmark
Rio Bananal/ES,1,0.0,No earmark
Rio Novo do Sul/ES,1,0.0,No earmark
Santa Leopoldina/ES,3,0.0,No earmark
Santa Teresa/ES,1,0.0,No earmark
São Domingos do Norte/ES,1,0.0,No earmark
São José do Calçado/ES,2,0.0,No earmark
São Mateus/ES,4,0.0,No earmark
São Roque do Canaã/ES,1,0.0,No earmark
Vargem Alta/ES,5,0.0,No earmark
Venda Nova do Imigrante/ES,5,0.0,No earmark
Viana/ES,2,0.0,No earmark
Vila Velha/ES,1,0.0,No earmark
Vitória/ES,5,0.0,No earmark
Angra dos Reis/RJ,2,0.0,No earmark
Aperibé/RJ,2,0.0,No earmark
Arraial do Cabo/RJ,7,0.0,No earmark
Barra do Piraí/RJ,12,0.0,No earmark
Barra Mansa/RJ,1,0.0,No earmark
Belford Roxo/RJ,1,0.0,No earmark
Bom Jesus do Itabapoana/RJ,5,0.0,No earmark
Cachoeiras de Macacu/RJ,3,0.0,No earmark
Cambuci/RJ,3,0.0,No earmark
Comendador Levy Gasparian/RJ,2,0.0,No earmark
Campos dos Goytacazes/RJ,2,1268737.18,Received
Cantagalo/RJ,2,0.0,No earmark
Cardoso Moreira/RJ,1,0.0,No earmark
Carmo/RJ,2,0.0,No earmark
Conceição de Macabu/RJ,1,0.0,No earmark
Cordeiro/RJ,1,0.0,No earmark
Duque de Caxias/RJ,4,0.0,No earmark
Engenheiro Paulo de Frontin/RJ,5,0.0,No earmark
Guapimirim/RJ,5,0.0,No earmark
Italva/RJ,4,0.0,No earmark
Itaocara/RJ,5,0.0,No earmark
Itaperuna/RJ,3,0.0,No earmark
Japeri/RJ,4,0.0,No earmark
Laje do Muriaé/RJ,2,0.0,No earmark
Macaé/RJ,1,0.0,No earmark
Macuco/RJ,4,0.0,No earmark
Magé/RJ,11,0.0,No earmark
Mendes/RJ,4,0.0,No earmark
Mesquita/RJ,2,0.0,No earmark
Miguel Pereira/RJ,1,0.0,No earmark
Miracema/RJ,2,0.0,No earmark
Nilópolis/RJ,2,0.0,No earmark
Nova Friburgo/RJ,3,0.0,No earmark
Nova Iguaçu/RJ,5,0.0,No earmark
Paracambi/RJ,4,0.0,No earmark
Paraty/RJ,1,0.0,No earmark
Petrópolis/RJ,4,1863800.0,Received
Piraí/RJ,2,0.0,No earmark
Queimados/RJ,2,0.0,No earmark
Rio Claro/RJ,5,0.0,No earmark
Rio das Flores/RJ,1,0.0,No earmark
Rio das Ostras/RJ,1,0.0,No earmark
Rio de Janeiro/RJ,2,4116150.0,Received
Santa Maria Madalena/RJ,5,0.0,No earmark
Santo Antônio de Pádua/RJ,3,0.0,No earmark
São Francisco de Itabapoana/RJ,3,0.0,No earmark
São Fidélis/RJ,3,0.0,No earmark
São Gonçalo/RJ,2,12219069.0,Received
São João da Barra/RJ,1,0.0,No earmark
São João de Meriti/RJ,1,0.0,No earmark
São José de Ubá/RJ,3,0.0,No earmark
São José do Vale do Rio Preto/RJ,1,0.0,No earmark
São Pedro da Aldeia/RJ,1,0.0,No earmark
São Sebastião do Alto/RJ,2,0.0,No earmark
Sapucaia/RJ,5,0.0,No earmark
Saquarema/RJ,1,0.0,No earmark
Silva Jardim/RJ,2,0.0,No earmark
Teresópolis/RJ,3,1000000.0,Received
Trajano de Moraes/RJ,1,0.0,No earmark
Valença/RJ,3,0.0,No earmark
Varre-Sai/RJ,2,0.0,No earmark
Vassouras/RJ,11,0.0,No earmark
Volta Redonda/RJ,1,0.0,No earmark
Adamantina/SP,1,0.0,No earmark
Agudos/SP,1,0.0,No earmark
Américo Brasiliense/SP,1,0.0,No earmark
Assis/SP,1,0.0,No earmark
Avaré/SP,1,0.0,No earmark
Barretos/SP,1,0.0,No earmark
Barrinha/SP,1,0.0,No earmark
Bertioga/SP,1,0.0,No earmark
Boituva/SP,1,0.0,No earmark
Brotas/SP,2,0.0,No earmark
Caçapava/SP,1,0.0,No earmark
Cachoeira Paulista/SP,1,0.0,No earmark
Caconde/SP,1,0.0,No earmark
Caiabu/SP,1,0.0,No earmark
Caieiras/SP,2,0.0,No earmark
Cajamar/SP,1,0.0,No earmark
Campinas/SP,1,0.0,No earmark
Capivari/SP,1,0.0,No earmark
Caraguatatuba/SP,1,0.0,No earmark
Cássia dos Coqueiros/SP,1,0.0,No earmark
Charqueada/SP,1,0.0,No earmark
Cosmópolis/SP,1,0.0,No earmark
Cunha/SP,1,0.0,No earmark
Diadema/SP,3,0.0,No earmark
Dumont/SP,1,0.0,No earmark
Embu das Artes/SP,3,0.0,No earmark
Embu-Guaçu/SP,1,0.0,No earmark
Fernando Prestes/SP,1,0.0,No earmark
Ferraz de Vasconcelos/SP,2,0.0,No earmark
Francisco Morato/SP,3,0.0,No earmark
Franco da Rocha/SP,2,0.0,No earmark
Getulina/SP,3,0.0,No earmark
Guararema/SP,1,0.0,No earmark
Guaratinguetá/SP,1,0.0,No earmark
Guariba/SP,2,0.0,No earmark
Guarujá/SP,1,0.0,No earmark
Ibiúna/SP,12,0.0,No earmark
Iepê/SP,1,0.0,No earmark
Igarapava/SP,1,0.0,No earmark
Ilhabela/SP,2,0.0,No earmark
Indiana/SP,1,0.0,No earmark
Iporanga/SP,1,0.0,No earmark
Itaberá/SP,2,0.0,No earmark
Itapecerica da Serra/SP,3,0.0,No earmark
Itaporanga/SP,1,0.0,No earmark
Itaquaquecetuba/SP,2,0.0,No earmark
Itirapina/SP,1,0.0,No earmark
Jales/SP,1,0.0,No earmark
Jambeiro/SP,1,0.0,No earmark
João Ramalho/SP,2,0.0,No earmark
José Bonifácio/SP,1,0.0,No earmark
Limeira/SP,2,0.0,No earmark
Lins/SP,1,0.0,No earmark
Mairiporã/SP,2,0.0,No earmark
Maracaí/SP,1,0.0,No earmark
Marília/SP,1,0.0,No earmark
Martinópolis/SP,1,0.0,No earmark
Mauá/SP,1,0.0,No earmark
Mirandópolis/SP,1,0.0,No earmark
Mogi das Cruzes/SP,1,0.0,No earmark
Mombuca/SP,1,0.0,No earmark
Mongaguá/SP,1,0.0,No earmark
Monteiro Lobato/SP,2,0.0,No earmark
Monte Mor/SP,2,0.0,No earmark
Morro Agudo/SP,2,0.0,No earmark
Morungaba/SP,1,0.0,No earmark
Natividade da Serra/SP,1,0.0,No earmark
Novo Horizonte/SP,1,0.0,No earmark
Osasco/SP,5,0.0,No earmark
Osvaldo Cruz/SP,4,0.0,No earmark
Ouro Verde/SP,1,0.0,No earmark
Pacaembu/SP,2,0.0,No earmark
Panorama/SP,1,0.0,No earmark
Paraibuna/SP,3,0.0,No earmark
Pardinho/SP,1,0.0,No earmark
Pariquera-Açu/SP,1,0.0,No earmark
Peruíbe/SP,1,0.0,No earmark
Piedade/SP,1,0.0,No earmark
Piquerobi/SP,1,0.0,No earmark
Piracaia/SP,1,0.0,No earmark
Pirapora do Bom Jesus/SP,1,0.0,No earmark
