name,Eventos,Valor Empenhado,Grupo
Poá/SP,2,0.0,No earmark
Porto Ferreira/SP,2,0.0,No earmark
Potirendaba/SP,1,0.0,No earmark
Presidente Epitácio/SP,1,0.0,No earmark
Presidente Prudente/SP,1,0.0,No earmark
Rafard/SP,2,0.0,No earmark
Ribeira/SP,2,0.0,No earmark
Ribeirão Pires/SP,1,0.0,No earmark
Rio Claro/SP,1,0.0,No earmark
Santa Bárbara D`Oeste/SP,1,0.0,No earmark
Santa Branca/SP,1,0.0,No earmark
Santa Isabel/SP,1,0.0,No earmark
Santa Maria da Serra/SP,1,0.0,No earmark
São Bento do Sapucaí/SP,3,0.0,No earmark
São João da Boa Vista/SP,4,0.0,No earmark
São José do Rio Pardo/SP,1,0.0,No earmark
São Luís do Paraitinga/SP,1,0.0,No earmark
São Sebastião/SP,2,0.0,No earmark
Severínia/SP,1,0.0,No earmark
Socorro/SP,2,0.0,No earmark
Sorocaba/SP,3,0.0,No earmark
Sumaré/SP,1,0.0,No earmark
Tabapuã/SP,1,0.0,No earmark
Taboão da Serra/SP,1,0.0,No earmark
Tanabi/SP,3,0.0,No earmark
Tatuí/SP,2,0.0,No earmark
Taubaté/SP,1,0.0,No earmark
Terra Roxa/SP,1,0.0,No earmark
Tuiuti/SP,2,0.0,No earmark
Turmalina/SP,1,0.0,No earmark
Ubatuba/SP,2,0.0,No earmark
Uru/SP,1,0.0,No earmark
Valinhos/SP,8,0.0,No earmark
Várzea Paulista/SP,1,0.0,No earmark
Altamira do Paraná/PR,1,0.0,No earmark
Altônia/PR,1,0.0,No earmark
Alto Paraná/PR,2,0.0,No earmark
Alto Piquiri/PR,1,0.0,No earmark
Ampére/PR,1,0.0,No earmark
Antonina/PR,1,0.0,No earmark
Araruna/PR,2,0.0,No earmark
Ariranha do Ivaí/PR,1,0.0,No earmark
Assaí/PR,1,0.0,No earmark
Bandeirantes/PR,2,0.0,No earmark
Barracão/PR,2,0.0,No earmark
Bituruna/PR,2,0.0,No earmark
Boa Esperança do Iguaçu/PR,1,0.0,No earmark
Bom Sucesso do Sul/PR,1,0.0,No earmark
Brasilândia do Sul/PR,1,0.0,No earmark
Cafezal do Sul/PR,2,0.0,No earmark
Campina do Simão/PR,1,0.0,No earmark
Campo Largo/PR,8,0.0,No earmark
Cândido de Abreu/PR,2,0.0,No earmark
Candói/PR,1,0.0,No earmark
Cantagalo/PR,2,0.0,No earmark
Capanema/PR,1,0.0,No earmark
Capitão Leônidas Marques/PR,1,0.0,No earmark
Castro/PR,1,0.0,No earmark
Clevelândia/PR,1,0.0,No earmark
Colorado/PR,1,0.0,No earmark
Coronel Vivida/PR,1,0.0,No earmark
Cruzeiro do Iguaçu/PR,1,0.0,No earmark
Cruzeiro do Oeste/PR,2,0.0,No earmark
Cruzeiro do Sul/PR,1,0.0,No earmark
Cruz Machado/PR,1,0.0,No earmark
Curitiba/PR,11,0.0,No earmark
Diamante do Sul/PR,1,0.0,No earmark
Dois Vizinhos/PR,3,0.0,No earmark
Enéas Marques/PR,1,0.0,No earmark
Espigão Alto do Iguaçu/PR,1,0.0,No earmark
Francisco Alves/PR,1,0.0,No earmark
General Carneiro/PR,2,0.0,No earmark
Goioxim/PR,2,0.0,No earmark
Guamiranga/PR,1,0.0,No earmark
Guaratuba/PR,2,0.0,No earmark
Honório Serpa/PR,1,0.0,No earmark
Imbituva/PR,1,0.0,No earmark
Inácio Martins/PR,1,0.0,No earmark
Ipiranga/PR,2,0.0,No earmark
Iporã/PR,1,0.0,No earmark
Irati/PR,1,0.0,No earmark
Iretama/PR,1,0.0,No earmark
Ivaí/PR,2,0.0,No earmark
Juranda/PR,1,0.0,No earmark
Lapa/PR,1,0.0,No earmark
Laranjal/PR,1,0.0,No earmark
Laranjeiras do Sul/PR,1,0.0,No earmark
Lindoeste/PR,1,0.0,No earmark
Londrina/PR,3,0.0,No earmark
Mallet/PR,1,0.0,No earmark
Manfrinópolis/PR,1,0.0,No earmark
Manoel Ribas/PR,1,0.0,No earmark
Marquinho/PR,1,0.0,No earmark
Matinhos/PR,1,0.0,No earmark
Mato Rico/PR,1,0.0,No earmark
Medianeira/PR,1,0.0,No earmark
Morretes/PR,2,0.0,No earmark
Nova Cantu/PR,1,0.0,No earmark
Nova Esperança do Sudoeste/PR,1,0.0,No earmark
Nova Laranjeiras/PR,1,0.0,No earmark
Nova Prata do Iguaçu/PR,1,0.0,No earmark
Nova Tebas/PR,1,0.0,No earmark
Ouro Verde do Oeste/PR,1,0.0,No earmark
Palmas/PR,1,0.0,No earmark
Palmeira/PR,1,0.0,No earmark
Palmital/PR,1,0.0,No earmark
Paranaguá/PR,1,0.0,No earmark
Paranavaí/PR,1,0.0,No earmark
Pato Branco/PR,2,0.0,No earmark
Paula Freitas/PR,1,0.0,No earmark
Paulo Frontin/PR,1,0.0,No earmark
Pérola/PR,1,0.0,No earmark
Pérola D`Oeste/PR,2,0.0,No earmark
Pinhão/PR,1,0.0,No earmark
Piraí do Sul/PR,2,0.0,No earmark
Pitanga/PR,1,0.0,No earmark
Planalto/PR,2,0.0,No earmark
Pontal do Paraná/PR,1,0.0,No earmark
Porto Amazonas/PR,1,0.0,No earmark
Porto Barreiro/PR,1,0.0,No earmark
Porto Vitória/PR,1,0.0,No earmark
Primeiro de Maio/PR,1,0.0,No earmark
Prudentópolis/PR,3,0.0,No earmark
Quedas do Iguaçu/PR,2,0.0,No earmark
Querência do Norte/PR,1,0.0,No earmark
Realeza/PR,1,0.0,No earmark
Rebouças/PR,2,0.0,No earmark
Ribeirão do Pinhal/PR,1,0.0,No earmark
Rio Azul/PR,2,0.0,No earmark
Rio Bonito do Iguaçu/PR,1,0.0,No earmark
Rio Branco do Sul/PR,1,0.0,No earmark
Rio Negro/PR,1,0.0,No earmark
Roncador/PR,3,0.0,No earmark
Salgado Filho/PR,1,0.0,No earmark
Salto do Lontra/PR,1,0.0,No earmark
Santa Cruz de Monte Castelo/PR,2,0.0,No earmark
Santa Izabel do Oeste/PR,1,0.0,No earmark
Santa Maria do Oeste/PR,2,0.0,No earmark
Santana do Itararé/PR,1,0.0,No earmark
Santo Antônio da Platina/PR,1,0.0,No earmark
Santo Antônio do Sudoeste/PR,2,0.0,No earmark
São João/PR,1,0.0,No earmark
São João do Ivaí/PR,1,0.0,No earmark
São João do Triunfo/PR,1,0.0,No earmark
São José dos Pinhais/PR,1,0.0,No earmark
São Mateus do Sul/PR,1,0.0,No earmark
São Miguel do Iguaçu/PR,1,0.0,No earmark
São Sebastião da Amoreira/PR,1,0.0,No earmark
Sulina/PR,1,0.0,No earmark
Tibagi/PR,3,0.0,No earmark
Tijucas do Sul/PR,1,0.0,No earmark
Tunas do Paraná/PR,1,0.0,No earmark
União da Vitória/PR,2,0.0,No earmark
Verê/PR,1,0.0,No earmark
Virmond/PR,1,0.0,No earmark
Abdon Batista/SC,3,0.0,No earmark
Abelardo Luz/SC,1,0.0,No earmark
Agrolândia/SC,8,0.0,No earmark
Agronômica/SC,6,0.0,No earmark
Água Doce/SC,4,0.0,No earmark
Águas de Chapecó/SC,1,0.0,No earmark
Águas Frias/SC,1,0.0,No earmark
Águas Mornas/SC,6,0.0,No earmark
Alfredo Wagner/SC,3,0.0,No earmark
Alto Bela Vista/SC,1,0.0,No earmark
Anchieta/SC,5,0.0,No earmark
Angelina/SC,3,0.0,No earmark
Anita Garibaldi/SC,3,0.0,No earmark
Anitápolis/SC,6,0.0,No earmark
Antônio Carlos/SC,2,0.0,No earmark
Apiúna/SC,3,0.0,No earmark
Arabutã/SC,1,0.0,No earmark
Araquari/SC,7,0.0,No earmark
Araranguá/SC,4,0.0,No earmark
Armazém/SC,3,0.0,No earmark
Arroio Trinta/SC,1,0.0,No earmark
Arvoredo/SC,4,0.0,No earmark
Ascurra/SC,13,0.0,No earmark
Atalanta/SC,4,0.0,No earmark
Aurora/SC,5,0.0,No earmark
Balneário Camboriú/SC,11,0.0,No earmark
Balneário Barra do Sul/SC,7,0.0,No earmark
Balneário Gaivota/SC,4,0.0,No earmark
Barra Bonita/SC,11,0.0,No earmark
Barra Velha/SC,7,0.0,No earmark
Bela Vista do Toldo/SC,5,0.0,No earmark
Belmonte/SC,4,0.0,No earmark
Benedito Novo/SC,4,0.0,No earmark
Biguaçu/SC,6,0.0,No earmark
Blumenau/SC,5,0.0,No earmark
Bocaina do Sul/SC,16,0.0,No earmark
Bom Jardim da Serra/SC,3,0.0,No earmark
Bom Jesus/SC,3,0.0,No earmark
Bom Jesus do Oeste/SC,1,0.0,No earmark
Bom Retiro/SC,14,0.0,No earmark
Botuverá/SC,7,0.0,No earmark
Braço do Norte/SC,3,0.0,No earmark
Braço do Trombudo/SC,7,0.0,No earmark
Brunópolis/SC,3,0.0,No earmark
Brusque/SC,15,340000.0,Received
Caçador/SC,4,0.0,No earmark
Caibi/SC,2,0.0,No earmark
Camboriú/SC,7,0.0,No earmark
Capão Alto/SC,5,0.0,No earmark
Campo Alegre/SC,8,0.0,No earmark
Campo Belo do Sul/SC,6,0.0,No earmark
Campo Erê/SC,10,0.0,No earmark
Campos Novos/SC,1,0.0,No earmark
Canelinha/SC,3,0.0,No earmark
Canoinhas/SC,11,0.0,No earmark
Capinzal/SC,2,0.0,No earmark
Capivari de Baixo/SC,3,0.0,No earmark
Catanduvas/SC,3,0.0,No earmark
Celso Ramos/SC,3,0.0,No earmark
Cerro Negro/SC,4,0.0,No earmark
Chapadão do Lageado/SC,5,0.0,No earmark
Chapecó/SC,5,0.0,No earmark
Cocal do Sul/SC,3,0.0,No earmark
Concórdia/SC,7,0.0,No earmark
Coronel Freitas/SC,3,0.0,No earmark
Corupá/SC,9,0.0,No earmark
Correia Pinto/SC,5,0.0,No earmark
Cunha Porã/SC,4,0.0,No earmark
Curitibanos/SC,2,0.0,No earmark
Descanso/SC,2,0.0,No earmark
Dionísio Cerqueira/SC,6,0.0,No earmark
Dona Emma/SC,8,0.0,No earmark
Doutor Pedrinho/SC,3,0.0,No earmark
Entre Rios/SC,2,0.0,No earmark
Ermo/SC,4,0.0,No earmark
Erval Velho/SC,1,0.0,No earmark
Faxinal dos Guedes/SC,6,0.0,No earmark
Flor do Sertão/SC,7,0.0,No earmark
Florianópolis/SC,7,0.0,No earmark
Forquilhinha/SC,4,0.0,No earmark
Fraiburgo/SC,4,0.0,No earmark
Frei Rogério/SC,3,382000.0,Received
Garopaba/SC,2,0.0,No earmark
Garuva/SC,2,0.0,No earmark
Gaspar/SC,7,0.0,No earmark
Governador Celso Ramos/SC,3,0.0,No earmark
Grão Pará/SC,1,0.0,No earmark
Gravatal/SC,3,0.0,No earmark
Guaraciaba/SC,3,0.0,No earmark
Guaramirim/SC,4,0.0,No earmark
Guarujá do Sul/SC,3,0.0,No earmark
Guatambú/SC,4,0.0,No earmark
Herval D`Oeste/SC,4,0.0,No earmark
Ibiam/SC,8,0.0,No earmark
Ibicaré/SC,5,0.0,No earmark
Ibirama/SC,7,0.0,No earmark
Içara/SC,8,0.0,No earmark
Ilhota/SC,4,0.0,No earmark
Imaruí/SC,6,0.0,No earmark
Imbituba/SC,6,0.0,No earmark
Imbuia/SC,5,0.0,No earmark
Indaial/SC,13,0.0,No earmark
Iomerê/SC,2,0.0,No earmark
Ipira/SC,4,0.0,No earmark
Iporã do Oeste/SC,2,0.0,No earmark
Ipuaçu/SC,3,0.0,No earmark
Ipumirim/SC,3,0.0,No earmark
Irani/SC,3,0.0,No earmark
Irati/SC,2,0.0,No earmark
Irineópolis/SC,5,0.0,No earmark
Itá/SC,3,0.0,No earmark
Itaiópolis/SC,3,0.0,No earmark
Itajaí/SC,5,0.0,No earmark
Itapema/SC,3,0.0,No earmark
Itapiranga/SC,1,0.0,No earmark
Itapoá/SC,5,0.0,No earmark
Ituporanga/SC,7,0.0,No earmark
Jaborá/SC,5,0.0,No earmark
Jacinto Machado/SC,8,0.0,No earmark
Jaguaruna/SC,4,0.0,No earmark
Jaraguá do Sul/SC,4,0.0,No earmark
Jardinópolis/SC,4,0.0,No earmark
Joaçaba/SC,1,0.0,No earmark
Joinville/SC,11,0.0,No earmark
José Boiteux/SC,2,0.0,No earmark
Jupiá/SC,4,0.0,No earmark
Lacerdópolis/SC,1,0.0,No earmark
Lages/SC,7,0.0,No earmark
Laguna/SC,3,0.0,No earmark
Lajeado Grande/SC,4,0.0,No earmark
Laurentino/SC,1,0.0,No earmark
Lauro Muller/SC,6,0.0,No earmark
Lebon Régis/SC,3,0.0,No earmark
Leoberto Leal/SC,6,0.0,No earmark
Lindóia do Sul/SC,3,0.0,No earmark
Lontras/SC,3,0.0,No earmark
Luiz Alves/SC,7,0.0,No earmark
Luzerna/SC,2,0.0,No earmark
Macieira/SC,3,0.0,No earmark
Mafra/SC,24,0.0,No earmark
Major Gercino/SC,2,0.0,No earmark
Major Vieira/SC,5,0.0,No earmark
Maracajá/SC,2,0.0,No earmark
Maravilha/SC,4,0.0,No earmark
Marema/SC,1,0.0,No earmark
Massaranduba/SC,5,0.0,No earmark
Matos Costa/SC,3,0.0,No earmark
Meleiro/SC,3,0.0,No earmark
Mirim Doce/SC,3,0.0,No earmark
Modelo/SC,1,0.0,No earmark
Mondaí/SC,2,0.0,No earmark
Monte Carlo/SC,2,0.0,No earmark
Monte Castelo/SC,3,0.0,No earmark
Morro da Fumaça/SC,2,0.0,No earmark
Morro Grande/SC,5,0.0,No earmark
Navegantes/SC,1,0.0,No earmark
Nova Itaberaba/SC,2,0.0,No earmark
Nova Trento/SC,6,0.0,No earmark
Nova Veneza/SC,2,0.0,No earmark
Orleans/SC,11,0.0,No earmark
Otacílio Costa/SC,4,0.0,No earmark
Ouro/SC,2,0.0,No earmark
Ouro Verde/SC,1,0.0,No earmark
Paial/SC,1,0.0,No earmark
Painel/SC,2,0.0,No earmark
Palhoça/SC,6,0.0,No earmark
Palma Sola/SC,4,0.0,No earmark
Palmeira/SC,7,0.0,No earmark
Palmitos/SC,5,0.0,No earmark
Papanduva/SC,2,0.0,No earmark
Paraíso/SC,1,0.0,No earmark
Passo de Torres/SC,2,0.0,No earmark
Passos Maia/SC,1,0.0,No earmark
Paulo Lopes/SC,5,0.0,No earmark
Pedras Grandes/SC,2,0.0,No earmark
Peritiba/SC,1,0.0,No earmark
Pescaria Brava/SC,7,0.0,No earmark
Petrolândia/SC,3,0.0,No earmark
Balneário Piçarras/SC,2,0.0,No earmark
Pinheiro Preto/SC,3,0.0,No earmark
Piratuba/SC,1,0.0,No earmark
Planalto Alegre/SC,2,0.0,No earmark
Pomerode/SC,4,0.0,No earmark
Ponte Alta/SC,1,0.0,No earmark
Ponte Alta do Norte/SC,2,0.0,No earmark
Ponte Serrada/SC,3,0.0,No earmark
Porto Belo/SC,3,0.0,No earmark
Porto União/SC,4,0.0,No earmark
Pouso Redondo/SC,8,0.0,No earmark
Praia Grande/SC,10,0.0,No earmark
Presidente Castello Branco/SC,5,0.0,No earmark
Presidente Getúlio/SC,3,0.0,No earmark
Presidente Nereu/SC,2,0.0,No earmark
Princesa/SC,4,0.0,No earmark
Quilombo/SC,2,0.0,No earmark
Rancho Queimado/SC,1,0.0,No earmark
Rio das Antas/SC,3,0.0,No earmark
Rio do Campo/SC,1,0.0,No earmark
Rio do Oeste/SC,2,0.0,No earmark
Rio dos Cedros/SC,3,0.0,No earmark
Rio do Sul/SC,8,0.0,No earmark
Rio Fortuna/SC,2,0.0,No earmark
Rio Negrinho/SC,4,0.0,No earmark
Rio Rufino/SC,14,0.0,No earmark
Riqueza/SC,6,0.0,No earmark
Rodeio/SC,9,0.0,No earmark
Romelândia/SC,3,0.0,No earmark
Salete/SC,2,0.0,No earmark
Saltinho/SC,4,0.0,No earmark
Salto Veloso/SC,1,0.0,No earmark
Sangão/SC,1,0.0,No earmark
Santa Cecília/SC,5,0.0,No earmark
Santa Helena/SC,3,0.0,No earmark
Santa Rosa do Sul/SC,6,0.0,No earmark
Santa Terezinha/SC,10,0.0,No earmark
Santa Terezinha do Progresso/SC,5,0.0,No earmark
Santiago do Sul/SC,2,0.0,No earmark
Santo Amaro da Imperatriz/SC,6,0.0,No earmark
São Bernardino/SC,1,0.0,No earmark
São Bento do Sul/SC,9,0.0,No earmark
São Bonifácio/SC,3,0.0,No earmark
São Carlos/SC,4,0.0,No earmark
São Cristovão do Sul/SC,2,0.0,No earmark
São Domingos/SC,3,0.0,No earmark
São Francisco do Sul/SC,3,0.0,No earmark
São João do Oeste/SC,3,0.0,No earmark
São João Batista/SC,7,0.0,No earmark
São João do Itaperiú/SC,4,0.0,No earmark
São João do Sul/SC,9,0.0,No earmark
São Joaquim/SC,4,0.0,No earmark
São José/SC,1,0.0,No earmark
São José do Cedro/SC,10,0.0,No earmark
São José do Cerrito/SC,6,0.0,No earmark
São Lourenço do Oeste/SC,1,0.0,No earmark
São Ludgero/SC,1,0.0,No earmark
São Martinho/SC,3,0.0,No earmark
São Miguel da Boa Vista/SC,2,0.0,No earmark
São Miguel do Oeste/SC,2,0.0,No earmark
São Pedro de Alcântara/SC,8,0.0,No earmark
Saudades/SC,4,0.0,No earmark
Schroeder/SC,3,0.0,No earmark
Seara/SC,3,0.0,No earmark
Siderópolis/SC,4,0.0,No earmark
Sombrio/SC,8,0.0,No earmark
Sul Brasil/SC,2,0.0,No earmark
Taió/SC,3,0.0,No earmark
Tangará/SC,7,0.0,No earmark
Tijucas/SC,2,0.0,No earmark
Timbé do Sul/SC,5,0.0,No earmark
Timbó/SC,6,0.0,No earmark
Timbó Grande/SC,3,0.0,No earmark
Três Barras/SC,12,0.0,No earmark
Treviso/SC,3,0.0,No earmark
Treze Tílias/SC,8,0.0,No earmark
Trombudo Central/SC,2,0.0,No earmark
Tubarão/SC,5,0.0,No earmark
Tunápolis/SC,6,0.0,No earmark
Turvo/SC,5,0.0,No earmark
União do Oeste/SC,2,0.0,No earmark
Urubici/SC,9,0.0,No earmark
Urupema/SC,2,0.0,No earmark
Urussanga/SC,8,0.0,No earmark
Vargeão/SC,3,0.0,No earmark
Vargem/SC,7,0.0,No earmark
Vidal Ramos/SC,2,0.0,No earmark
Videira/SC,4,0.0,No earmark
Vitor Meireles/SC,2,0.0,No earmark
Witmarsum/SC,5,0.0,No earmark
Xanxerê/SC,3,0.0,No earmark
Xavantina/SC,4,0.0,No earmark
Xaxim/SC,1,0.0,No earmark
Zortéa/SC,1,0.0,No earmark
Balneário Rincão/SC,1,0.0,No earmark
Aceguá/RS,1,0.0,No earmark
Agudo/RS,6,0.0,No earmark
Ajuricaba/RS,3,0.0,No earmark
Alecrim/RS,2,0.0,No earmark
Alegrete/RS,8,0.0,No earmark
Alegria/RS,1,0.0,No earmark
Almirante Tamandaré do Sul/RS,1,0.0,No earmark
Alpestre/RS,1,0.0,No earmark
Alto Alegre/RS,2,0.0,No earmark
Alto Feliz/RS,4,0.0,No earmark
Alvorada/RS,5,0.0,No earmark
Amaral Ferrador/RS,6,0.0,No earmark
Ametista do Sul/RS,3,0.0,No earmark
André da Rocha/RS,2,0.0,No earmark
Anta Gorda/RS,3,0.0,No earmark
Antônio Prado/RS,2,0.0,No earmark
Arambaré/RS,5,0.0,No earmark
Araricá/RS,6,0.0,No earmark
Aratiba/RS,3,0.0,No earmark
Arroio do Meio/RS,3,0.0,No earmark
Arroio do Padre/RS,1,0.0,No earmark
Arroio dos Ratos/RS,2,0.0,No earmark
Arroio do Tigre/RS,5,0.0,No earmark
Arroio Grande/RS,4,0.0,No earmark
Arvorezinha/RS,4,0.0,No earmark
Augusto Pestana/RS,1,0.0,No earmark
Áurea/RS,2,0.0,No earmark
Bagé/RS,2,0.0,No earmark
Balneário Pinhal/RS,2,0.0,No earmark
Barão/RS,4,0.0,No earmark
Barão de Cotegipe/RS,5,0.0,No earmark
Barão do Triunfo/RS,3,0.0,No earmark
Barracão/RS,1,0.0,No earmark
Barra do Guarita/RS,2,0.0,No earmark
Barra do Quaraí/RS,1,0.0,No earmark
Barra do Ribeiro/RS,6,0.0,No earmark
Barra do Rio Azul/RS,5,0.0,No earmark
Barra Funda/RS,2,0.0,No earmark
Barros Cassal/RS,7,0.0,No earmark
Benjamin Constant do Sul/RS,3,0.0,No earmark
Bento Gonçalves/RS,5,0.0,No earmark
Boa Vista das Missões/RS,2,0.0,No earmark
Boa Vista do Cadeado/RS,1,0.0,No earmark
Boa Vista do Incra/RS,2,0.0,No earmark
Boa Vista do Sul/RS,3,0.0,No earmark
Bom Jesus/RS,2,0.0,No earmark
Bom Princípio/RS,3,0.0,No earmark
Bom Progresso/RS,2,0.0,No earmark
Bom Retiro do Sul/RS,7,0.0,No earmark
Boqueirão do Leão/RS,5,0.0,No earmark
Bossoroca/RS,2,0.0,No earmark
Bozano/RS,1,0.0,No earmark
Braga/RS,2,0.0,No earmark
Brochier/RS,3,0.0,No earmark
Butiá/RS,1,0.0,No earmark
Caçapava do Sul/RS,4,0.0,No earmark
Cacequi/RS,4,0.0,No earmark
Cachoeira do Sul/RS,8,0.0,No earmark
Cachoeirinha/RS,4,0.0,No earmark
Cacique Doble/RS,4,0.0,No earmark
Caibaté/RS,1,0.0,No earmark
Caiçara/RS,2,0.0,No earmark
Camaquã/RS,6,0.0,No earmark
Camargo/RS,2,0.0,No earmark
Campestre da Serra/RS,2,0.0,No earmark
Campina das Missões/RS,3,0.0,No earmark
Campinas do Sul/RS,4,0.0,No earmark
Campo Bom/RS,3,0.0,No earmark
Campo Novo/RS,1,0.0,No earmark
Campos Borges/RS,5,0.0,No earmark
Candelária/RS,4,0.0,No earmark
Cândido Godói/RS,3,0.0,No earmark
Candiota/RS,3,0.0,No earmark
Canela/RS,1,0.0,No earmark
Canguçu/RS,6,0.0,No earmark
Canoas/RS,7,200000.0,Received
Canudos do Vale/RS,3,0.0,No earmark
Capão Bonito do Sul/RS,3,0.0,No earmark
Capão da Canoa/RS,1,0.0,No earmark
Capão do Cipó/RS,6,0.0,No earmark
Capão do Leão/RS,2,0.0,No earmark
Capivari do Sul/RS,1,0.0,No earmark
Capela de Santana/RS,1,0.0,No earmark
Capitão/RS,2,0.0,No earmark
Carazinho/RS,1,0.0,No earmark
Caraá/RS,5,0.0,No earmark
Carlos Barbosa/RS,4,0.0,No earmark
Carlos Gomes/RS,2,0.0,No earmark
Casca/RS,2,0.0,No earmark
Catuípe/RS,1,0.0,No earmark
Caxias do Sul/RS,7,0.0,No earmark
Centenário/RS,5,0.0,No earmark
Cerrito/RS,3,0.0,No earmark
Cerro Branco/RS,3,0.0,No earmark
Cerro Grande/RS,5,0.0,No earmark
Cerro Grande do Sul/RS,4,0.0,No earmark
Cerro Largo/RS,2,0.0,No earmark
Chapada/RS,3,0.0,No earmark
Charqueadas/RS,4,0.0,No earmark
Charrua/RS,2,0.0,No earmark
Chiapetta/RS,2,0.0,No earmark
Chuí/RS,1,0.0,No earmark
Chuvisca/RS,6,0.0,No earmark
Cidreira/RS,1,0.0,No earmark
Ciríaco/RS,2,0.0,No earmark
Colinas/RS,4,0.0,No earmark
Colorado/RS,2,0.0,No earmark
Condor/RS,1,0.0,No earmark
Constantina/RS,2,0.0,No earmark
Coqueiro Baixo/RS,2,0.0,No earmark
Coqueiros do Sul/RS,1,0.0,No earmark
Coronel Barros/RS,1,0.0,No earmark
Coronel Bicaco/RS,2,0.0,No earmark
Coronel Pilar/RS,3,0.0,No earmark
Cotiporã/RS,4,0.0,No earmark
Coxilha/RS,3,0.0,No earmark
Crissiumal/RS,3,0.0,No earmark
Cristal/RS,5,0.0,No earmark
Cristal do Sul/RS,2,0.0,No earmark
Cruz Alta/RS,3,0.0,No earmark
Cruzaltense/RS,2,0.0,No earmark
Cruzeiro do Sul/RS,4,0.0,No earmark
David Canabarro/RS,3,0.0,No earmark
Derrubadas/RS,2,0.0,No earmark
Dezesseis de Novembro/RS,3,0.0,No earmark
Dilermando de Aguiar/RS,5,0.0,No earmark
Dois Irmãos/RS,2,0.0,No earmark
Dois Irmãos das Missões/RS,2,0.0,No earmark
Dois Lajeados/RS,2,0.0,No earmark
Dom Feliciano/RS,5,0.0,No earmark
Dom Pedro de Alcântara/RS,4,0.0,No earmark
Dom Pedrito/RS,4,0.0,No earmark
Dona Francisca/RS,6,0.0,No earmark
Doutor Maurício Cardoso/RS,3,0.0,No earmark
Doutor Ricardo/RS,3,0.0,No earmark
Eldorado do Sul/RS,9,0.0,No earmark
Encantado/RS,3,0.0,No earmark
Encruzilhada do Sul/RS,4,0.0,No earmark
Engenho Velho/RS,3,0.0,No earmark
Entre-Ijuís/RS,3,0.0,No earmark
Entre Rios do Sul/RS,2,0.0,No earmark
Erebango/RS,2,0.0,No earmark
Erechim/RS,7,0.0,No earmark
Herval/RS,2,0.0,No earmark
Erval Grande/RS,3,0.0,No earmark
Erval Seco/RS,3,0.0,No earmark
Esmeralda/RS,1,0.0,No earmark
Esperança do Sul/RS,2,0.0,No earmark
Espumoso/RS,6,0.0,No earmark
Estação/RS,4,0.0,No earmark
Estância Velha/RS,3,0.0,No earmark
Esteio/RS,5,150000.0,Received
Estrela/RS,4,200000.0,Received
Estrela Velha/RS,3,0.0,No earmark
Eugênio de Castro/RS,2,0.0,No earmark
Fagundes Varela/RS,1,0.0,No earmark
Farroupilha/RS,3,0.0,No earmark
Faxinal do Soturno/RS,5,0.0,No earmark
Faxinalzinho/RS,2,0.0,No earmark
Fazenda Vilanova/RS,1,0.0,No earmark
Feliz/RS,4,0.0,No earmark
Flores da Cunha/RS,1,0.0,No earmark
Floriano Peixoto/RS,3,0.0,No earmark
Fontoura Xavier/RS,1,0.0,No earmark
Formigueiro/RS,3,0.0,No earmark
Forquetinha/RS,2,0.0,No earmark
Fortaleza dos Valos/RS,2,0.0,No earmark
Frederico Westphalen/RS,3,0.0,No earmark
Garibaldi/RS,3,0.0,No earmark
Garruchos/RS,2,0.0,No earmark
Gaurama/RS,2,0.0,No earmark
General Câmara/RS,6,0.0,No earmark
Gentil/RS,6,0.0,No earmark
Getúlio Vargas/RS,3,0.0,No earmark
Giruá/RS,2,0.0,No earmark
Glorinha/RS,3,0.0,No earmark
Gramado/RS,5,0.0,No earmark
Gramado dos Loureiros/RS,2,0.0,No earmark
Gramado Xavier/RS,3,0.0,No earmark
Gravataí/RS,8,0.0,No earmark
Guabiju/RS,1,0.0,No earmark
Guaíba/RS,3,0.0,No earmark
Guaporé/RS,3,0.0,No earmark
Guarani das Missões/RS,1,0.0,No earmark
Harmonia/RS,6,0.0,No earmark
Herveiras/RS,1,0.0,No earmark
Horizontina/RS,1,0.0,No earmark
Hulha Negra/RS,4,0.0,No earmark
Humaitá/RS,1,0.0,No earmark
Ibarama/RS,4,0.0,No earmark
Ibiaçá/RS,4,0.0,No earmark
Ibiraiaras/RS,2,0.0,No earmark
Ibirapuitã/RS,3,0.0,No earmark
Ibirubá/RS,1,0.0,No earmark
Igrejinha/RS,6,0.0,No earmark
Ijuí/RS,2,0.0,No earmark
Ilópolis/RS,3,0.0,No earmark
Imigrante/RS,7,0.0,No earmark
Independência/RS,2,0.0,No earmark
Inhacorá/RS,1,0.0,No earmark
Ipê/RS,2,0.0,No earmark
Ipiranga do Sul/RS,3,0.0,No earmark
Iraí/RS,3,0.0,No earmark
Itaara/RS,4,0.0,No earmark
Itacurubi/RS,2,0.0,No earmark
Itapuca/RS,3,0.0,No earmark
Itaqui/RS,4,0.0,No earmark
Itati/RS,5,0.0,No earmark
Itatiba do Sul/RS,2,0.0,No earmark
Ivorá/RS,2,0.0,No earmark
Ivoti/RS,2,0.0,No earmark
Jaboticaba/RS,3,0.0,No earmark
Jacuizinho/RS,4,0.0,No earmark
Jacutinga/RS,3,0.0,No earmark
Jaguarão/RS,6,0.0,No earmark
Jaguari/RS,5,0.0,No earmark
Jaquirana/RS,2,0.0,No earmark
